Sample ID,Grab ID,Profile ID,Sample Number,Collect DateTime,Depth (m),Site Type,Area,Locator,Site,Parameter,Value,Units,QualityId,Lab Qualifier,MDL,RDL,Text Value,Sample Info,Steward Note,Replicates,Replicate Of,Method,Date Analyzed,Data Source
29386,,14832,L45700-2,06/11/2008 10:13,,Streams and Rivers,Tibbetts,X630,Tibbetts Creek mouth at footbridge,Fecal Coliform,120,CFU/100ml,2,,,,,,,,,SM 9222D 20TH (SOP 506V1),06/12/2008,KCEL
71122,71122,41634,L67017-23,02/13/2017 10:58:00 AM,60.4,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Nitrite + Nitrate Nitrogen,0.217,mg/L,2,,0.01,0.04,,,,,,SM4500-NO3-F,02/15/2017,KCEL
103822,103822,47553,L10747-48,04/01/1997 14:07,47,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Turbidity,1.2,NTU,2,,0.5,1,,,,,,SM2130-B,,KCEL
11342,11340,13368,8315487,09/22/1983 12:00:00 AM,1,Streams and Rivers,Green,3106,Green River at Starfire Way,Dissolved Oxygen,9.12,mg/L,2,,,,9.12||King County Nstream Database/RS4,,,,,,,KCEL
91086,91086,44387,L57742-21,04/08/2013 10:39,1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Temperature,9.69,deg C,2,,,,,,,,,HYDROLAB,04/08/2013,KCEL
46656,46656,42216,L12719-8,02/03/1998 10:55,1,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Nitrite + Nitrate Nitrogen,0.434,mg/L,2,,0.05,0.1,,,,,,SM4500-NO3-F,02/03/1998,KCEL
115924,115924,50461,L19612-20,01/02/2001 12:25,1,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Orthophosphate Phosphorus,0.0027,mg/L,2,<RDL,0.002,0.005,,,,,,SM4500-P-F (03-03-012-001),01/09/2001,KCEL
42214,42214,40725,L5236-20,01/17/1995 12:07:00 PM,22,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Turbidity  Field,0,NTU,2,,,,,,,,,,,KCEL
9666,9666,2811,8015681,10/08/1980 0:00,1,Streams and Rivers,Mill,A315,Mill Creek near 68th Ave S and S 262nd St,Temperature,15.6,deg C,2,,,,15.6||King County Nstream Database/RS2,,,,,,,KCEL
177823,177823,76867,L72728-8,06/25/2019 09:42:00 AM,8,Large Lakes,Lake Sammamish,SAMMBUOY,Lake Sammamish YSI Profiler Buoy,Dissolved Oxygen Saturation  Field,105,%,1,,,,,,,,,KCEL SOP# 245,06/25/2019,KCEL
31846,,36229,L56576-10,10/01/2012 13:02,,Streams and Rivers,Sammamish,486,Sammamish River at NE Marymoor Way,Temperature,17.8,deg C,2,,,,,,,,,HYDROLAB,,KCEL
150114,150114,57985,8315584,11/16/1983 12:00:00 AM,10,Large Lakes,Lake Union/Ship Canal,540,Ship Canal near Montlake Bridge,Ammonia Nitrogen,0.019,mg/L,2,,,,.019||King County Nstream Database/RS4,,,,,,,KCEL
33050,,2647,L60426-3,06/16/2014 10:22:00 AM,,Streams and Rivers,Idylwood,A620,Idylwood Creek mouth at Idylwood Park,Temperature,13.7,deg C,2,,,,,,,,,NONE,06/16/2014,KCEL
125228,125228,49703,L53758-32,08/09/2011 14:19,14.4,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Orthophosphate Phosphorus,0.002,mg/L,2,<RDL,0.002,0.005,,,,,,SM4500-P-F,08/10/2011,KCEL
25557,,3117,L30931-10,02/11/2004 11:22,,Streams and Rivers,Little Soos,G320,Little Soos Creek at SE 272nd St,Nitrite + Nitrate Nitrogen,0.749,mg/L,2,,0.02,0.04,,,,,,SM4500-NO3-F (03-03-012-002),02/18/2004,KCEL
150556,150556,58707,8413335,04/02/1984 0:00,1,Large Lakes,Lake Sammamish,617,Lake Sammamish near Lewis Creek,Orthophosphate Phosphorus,0.001,mg/L,2,,,,.001||King County Lakes Database/LM3,,,,,,,KCEL
76176,76176,42556,L51185-3,07/13/2010 09:45:00 AM,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Total Alkalinity,41.3,mg CaCO3/L,2,,1,5,,,,,,SM2320-B,07/20/2010,KCEL
153972,,61781,L17475-2,03/14/2000 10:30:00 AM,,Streams and Rivers,Longfellow,J370,Longfellow Creek at SW Brandon St,Orthophosphate Phosphorus,0.0219,mg/L,2,,0.002,0.005,,,,,,SM4500-P-F (03-03-012-000),03/23/2000,KCEL
135293,,51662,L46469-8,09/17/2008 12:30:00 PM,,Marine Intertidal,Central Puget Sound,KSSN04,West Point North Beach,Nitrite + Nitrate Nitrogen,0.23,mg/L,1,,0.02,0.04,,,,,,SM4500-NO3-F (330V4),09/17/2008,KCEL
96131,96131,45571,L1440-2,07/07/1993 11:20,1,Large Lakes,Lake Sammamish,614,Lake Sammamish near Issaquah Creek,pH  Field,8.81,none,2,,,,,,,,,,,KCEL
160953,160953,69486,L71869-43,03/12/2019 10:07,15,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Total Nitrogen,0.357,mg/L,1,,0.05,0.1,,,,,,SM4500-N-C,03/20/2019,KCEL
24956,,8726,L28258-7,05/13/2003 11:30:00 AM,,Streams and Rivers,Cedar,A438,Cedar River at SE Jones Rd,Turbidity,0.58,NTU,2,<RDL,0.5,2,,,,,,SM2130-B (03-01-011-002),05/14/2003,KCEL
77072,77072,42524,L56880-3,11/06/2012 9:16,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Total Suspended Solids,0.8,mg/L,2,<RDL,0.5,1,,,,,,SM2540-D,11/08/2012,KCEL
123683,123683,49954,L46909-33,12/09/2008 13:41,10.1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Turbidity,0.46,NTU,2,<RDL,0.2,0.5,,,,,,SM2130-B,12/10/2008,KCEL
124385,124385,50186,L50030-51,01/11/2010 10:59,19,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,pH  Field,7.41,pH,2,,,,,,,,,HYDROLAB,,KCEL
55306,55306,41759,L62343-42,03/10/2015 11:00,25,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Total Alkalinity,38.2,mg CaCO3/L,2,,1,5,,,,,,SM2320-B,03/19/2015,KCEL
25578,,37659,L31214-9,03/08/2004 11:06,,Streams and Rivers,North,474,North Creek mouth at Sammamish River Trail,Total Nitrogen,1.22,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (03-03-013-001),03/15/2004,KCEL
125367,125367,49842,L54745-15,12/12/2011 13:05,0.78,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Total Nitrogen,0.289,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C,12/15/2011,KCEL
155513,155513,68104,L69961-21,04/23/2018 10:17:00 AM,8,Large Lakes,Lake Union/Ship Canal,540,Ship Canal near Montlake Bridge,BGA PC  Field,,ug/L,1,<MDL,0.5,1,,,,,,KCEL SOP# 245,04/23/2018,KCEL
45727,45727,42038,8605679,05/07/1986 0:00,10,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Orthophosphate Phosphorus,0.001,mg/L,2,,,,.001||King County Lakes Database/B53301,,,,,,,KCEL
138284,138284,54677,8713111,11/09/1987 0:00,1,Large Lakes,Lake Union/Ship Canal,512,Ship Canal above locks,Turbidity,1.4,NTU,2,,,,1.4||King County Nstream Database/B53311,,,,,,,KCEL
21019,,9377,L6660-11,08/15/1995 01:40:00 PM,,Streams and Rivers,Little Soos,G320,Little Soos Creek at SE 272nd St,Storm Or Non-Storm,,none,2,,,,N,,,,,NONE,,KCEL
72581,72581,42727,8904171,03/07/1989 0:00,5,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,pH,7.7,pH,2,,,,7.7||King County Lakes Database/B53301,,,,,,,KCEL
108818,108818,47552,L6093-85,05/15/1995 01:34:00 PM,14,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Turbidity  Field,1.2,NTU,2,,,,,,,,,NONE,,KCEL
79460,79460,43405,L8465-3,05/07/1996 17:05,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Temperature,12.1,deg C,2,,,,,,,,,NONE,,KCEL
93810,93810,44287,L68447-79,08/14/2017 12:20:00 PM,9,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Dissolved Oxygen  Field,9,mg/L,2,,0.5,1,,,,,,KCEL SOP# 245,08/14/2017,KCEL
62364,62364,42221,L42344-43,03/26/2007 11:13:00 AM,2,Large Lakes,Lake Washington,852,Lake Washington Madison Park,pH  Field,7.8,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
182116,,78176,L7616-10,01/09/1996 12:00,,Streams and Rivers,Duwamish,305,Duwamish at Spokane St Bridge,Total Phosphorus,0.13,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B E,,KCEL
34738,,21878,L64997-8,03/16/2016 12:31:00 PM,,Streams and Rivers,Rock,LSIN1,Rock Creek mouth,Fecal Coliform,24,CFU/100ml,2,,,,,,,,,SM 9222D 20TH,03/17/2016,KCEL
32799,,40432,L59726-13,03/04/2014 13:06,,Streams and Rivers,May,440,May Creek mouth at Lake Washington Blvd N,Dissolved Oxygen  Field,12.2,mg/L,2,,0.5,1,,,,,,HYDROLAB,03/04/2014,KCEL
157311,157311,68463,L70586-3,07/30/2018 08:23:00 AM,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Ammonia Nitrogen,0.0044,mg/L,1,<RDL,0.002,0.01,,,,,,KEROUEL & AMINOT 1997,08/02/2018,KCEL
100712,100712,46196,L26017-15,10/07/2002 12:20,3.6,Large Lakes,Lake Sammamish,M621,Lake Sammamish near Pine Lake Creek,pH  Field,8.3,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
149991,149991,57882,8415445,09/19/1984 12:00:00 AM,1,Large Lakes,Lake Union/Ship Canal,512,Ship Canal above locks,Conductivity,970,umhos/cm,2,,,,970||King County Nstream Database/RS4,,,,,,,KCEL
76273,76273,42546,L51795-5,09/14/2010 09:19:00 AM,4,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Temperature,18.5,deg C,2,,,,,,,,,HYDROLAB,,KCEL
20906,,32518,L631-2,03/09/1993 9:45,,Streams and Rivers,Kelsey,444,Kelsey Creek at 121st Ave SE,Dissolved Oxygen,11,mg/L,2,,0.5,1,,,,,,,,KCEL
154113,154113,62158,8315650,12/15/1983 12:00:00 AM,1,Streams and Rivers,Kelsey,D444,Kelsey Creek at Kelsey Creek Park,Nitrite + Nitrate Nitrogen,0.772,mg/L,2,,,,.772||King County Nstream Database/RS4,,,,,,,KCEL
58486,58486,42186,L16943-7,12/09/1999 9:25,25,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Pheophytin a,0.37,ug/L,2,<RDL,0.3,0.6,,,,,,EPA446.0 (03-02-002-001),12/16/1999,KCEL
31967,,14078,L57178-6,01/14/2013 11:03:00 AM,,Streams and Rivers,Tolt River,TOLT_MTH,Tolt River mouth,Total Suspended Solids,2.2,mg/L,2,,0.5,1,,,,,,SM2540-D,01/30/2013,KCEL
157009,157009,68457,L70559-30,07/16/2018 09:37:00 AM,1.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Chlorophyll  Field,1.4,ug/L,1,,0.5,1,,,,,,KCEL SOP# 245,07/16/2018,KCEL
30267,,7880,L48951-1,09/08/2009 9:05,,Streams and Rivers,Pipers,KSHZ06,Pipers Creek mouth,Total Phosphorus,0.0745,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B F,09/11/2009,KCEL
119654,119654,49943,L14121-92,09/09/1998 12:40,11,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Temperature,21.7,deg C,2,,,,,,,,,NONE,,KCEL
83300,83300,44514,L13864-10,08/04/1998 10:02,47,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,pH  Field,7,pH,2,,,,,,,,,NONE,,KCEL
32123,,40302,L57620-12,04/02/2013 13:18,,Streams and Rivers,Cedar,438,Cedar River at Bronson Way N,Storm Or Non-Storm,,none,2,,,,N,,,,,NONE,04/02/2013,KCEL
125939,125939,49800,L5779-39,04/03/1995 13:41,20,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Temperature,7.52,deg C,2,,,,,,,,,Hydro lab Probe,,KCEL
180325,,32066,L26467-11,12/12/2002 10:08,,Streams and Rivers,Newaukum,322,Newaukum Creek mouth at 212th Way SE,Fecal Coliform,3400,CFU/100ml,2,,,,,,,,,SM-9222 D ed.17,12/14/2002,KCEL
8586,8586,2651,7815195,06/13/1978 12:00:00 AM,1,Streams and Rivers,Green,B319,Green River at 212th Way SE,Total Phosphorus,0.01,mg/L,2,,,,.010||King County Nstream Database/RVL,,,,,,,KCEL
13360,13360,8971,8701016,03/18/1987 12:00:00 AM,1,Streams and Rivers,Jenkins,D320,Jenkins Creek at Kent Black Diamond Rd SE,Dissolved Oxygen,11.7,mg/L,2,,,,11.69||King County Nstream Database/B53311,,,,,,,KCEL
154201,,62167,L2611-1,12/21/1993 08:50:00 AM,,Streams and Rivers,Kelsey,D444,Kelsey Creek at Kelsey Creek Park,Turbidity,1,NTU,2,,0.5,1,,,,,,SM2130-B,,KCEL
46096,46096,42159,8903258,01/18/1989 12:00:00 AM,1,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Temperature,7.7,deg C,2,,,,7.7||King County Lakes Database/B53301,,,,,,,KCEL
16757,,23170,L10304-10,03/18/1997 01:30:00 PM,,Streams and Rivers,Cochran Springs,A499,Cochran Springs near Lake Washington Blvd,Temperature,10.7,deg C,2,,,,,,,,,NONE,,KCEL
72382,72382,43439,8611473,12/02/1986 0:00,10,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,pH,7.5,pH,2,,,,7.5||King County Lakes Database/B53301,,,,,,,KCEL
152275,152275,59563,8315568,11/16/1983 12:00:00 AM,1,Streams and Rivers,Bear,J484,Bear Creek at NE 133rd St,Turbidity,10,NTU,2,,,,10.0||King County Nstream Database/RS4,,,,,,,KCEL
71249,71249,41961,L67445-19,04/10/2017 11:44,1.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Silica,8.67,mg/L,2,,0.2,0.5,,,,,,WHITLEDGE 1981,04/20/2017,KCEL
106008,106008,47427,L33164-45,09/07/2004 12:58,40.1,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Orthophosphate Phosphorus,0.0118,mg/L,2,,0.002,0.005,,,,,,SM4500-P-F (03-03-012-002),09/09/2004,KCEL
109015,109015,47602,L8831-47,06/17/1996 02:31:00 PM,40,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Total Phosphorus,0.023,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B E,,KCEL
150479,150479,58441,8413694,12/05/1984 0:00,10,Large Lakes,Lake Sammamish,614,Lake Sammamish near Issaquah Creek,Ammonia Nitrogen,0.001,mg/L,2,,,,.001||King County Lakes Database/LM3,,,,,,,KCEL
150844,150844,58433,8213085,03/02/1982 0:00,1,Large Lakes,Lake Washington,807,Lake Washington Juanita Bay,Turbidity,4,NTU,2,,,,4.0||King County Lakes Database/LMP,,,,,,,KCEL
98822,98822,46530,8609614,10/08/1986 0:00,1,Large Lakes,Lake Sammamish,617,Lake Sammamish near Lewis Creek,Dissolved Oxygen,9.9,mg/L,2,,,,9.9||King County Lakes Database/B53301,,,,,,,KCEL
157646,157646,68578,L70732-124,08/15/2018 12:51:00 PM,20,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,pH  Field,7.16,pH,1,,,,,,,,,KCEL SOP# 245,08/15/2018,KCEL
92700,92700,44443,L63901-17,10/12/2015 10:47,46.1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Nitrite + Nitrate Nitrogen,0.264,mg/L,2,,0.01,0.04,,,,,,SM4500-NO3-F,10/14/2015,KCEL
77705,77705,43498,L60331-3,05/13/2014 09:07:00 AM,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Chlorophyll  Field,7.1,ug/L,2,,0.5,1,,,,,,HYDROLAB,05/13/2014,KCEL
52957,52957,41398,L54445-38,10/25/2011 08:53:00 AM,5,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Chlorophyll a,5.83,ug/L,2,,0.5,1,,,,,,EPA446.0,11/08/2011,KCEL
155571,155571,68108,L69849-10,04/23/2018 11:21:00 AM,1,Large Lakes,Lake Washington,804,Lake Washington north end,Total Suspended Solids,1.4,mg/L,1,,0.5,1,,,,,,SM2540-D,04/26/2018,KCEL
72674,72674,43050,9008306,08/07/1990 0:00,10,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Total Phosphorus,0.056,mg/L,2,,,,.056||King County Lakes Database/B53301,,,,,,,KCEL
137932,,54588,L6493-1,07/17/1995 07:45:00 AM,,Large Lakes,Lake Union/Ship Canal,512,Ship Canal above locks,Total Suspended Solids,1.2,mg/L,2,,0.5,1,,,,,,SM2540-D,,KCEL
19581,,21289,L2660-1,02/15/1994 08:30:00 AM,,Streams and Rivers,Green,3106,Green River at Starfire Way,Turbidity,3,NTU,2,,0.5,1,,,,,,SM2130-B,,KCEL
63692,63692,42024,L46507-9,09/23/2008 12:12:00 PM,1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Total Organic Carbon,3.31,mg/L,2,,0.5,1,,,,,63691,SM5310-B (336V4),09/30/2008,KCEL
70840,70840,42310,L6640-4,08/02/1995 9:12,15,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Total Alkalinity,38,mg CaCO3/L,2,,0.2,1,,,,,,SM2320-B,,KCEL
42386,42386,40695,L53232-7,05/10/2011 11:07,9,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Dissolved Oxygen  Field,11.3,mg/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
54244,54244,41998,L58529-18,08/12/2013 10:04,17,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Dissolved Oxygen Saturation  Field,36.5,%,2,,,,,,,,,HYDROLAB,08/12/2013,KCEL
28672,,11121,L43410-12,08/08/2007 11:19,,Streams and Rivers,Covington,C320,Covington Creek at SE Auburn-Black Diamond Rd,Temperature,14.1,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
98405,98405,45938,L25882-33,09/16/2002 10:44:00 AM,1,Large Lakes,Lake Washington,817,Lake Washington near Thornton Creek,Dissolved Oxygen  Field,8.71,mg/L,2,,,,,,,,,,,KCEL
86737,86737,44282,L41160-9,11/07/2006 9:55,9,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Conductivity  Field,103,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
24255,,26356,L24798-1,07/08/2002 9:35,,Streams and Rivers,Mill,A315,Mill Creek near 68th Ave S and S 262nd St,Total Suspended Solids,18.8,mg/L,2,,1,2,,,,,,SM2540-D (03-01-009-001),07/10/2002,KCEL
21320,,34137,L7506-2,12/12/1995 9:13,,Streams and Rivers,Kelsey,444,Kelsey Creek at 121st Ave SE,Temperature,8.5,deg C,2,,,,,,,,,NONE,,KCEL
99498,99498,46871,L31437-4,04/05/2004 12:35,1.1,Large Lakes,Lake Sammamish,617,Lake Sammamish near Lewis Creek,Total Phosphorus,0.0094,mg/L,2,<RDL,0.005,0.01,,,,,,SM4500-P-B FMOD(03-03-013-001),04/09/2004,KCEL
17855,,25081,L13124-4,04/14/1998 12:20:00 PM,,Streams and Rivers,Pine Lake,A680,Pine Lake Creek mouth at E Lake Sammamish Pkwy,Enterococcus,0,CFU/100ml,2,,,,,,,,,SM-9230 C ed.17,,KCEL
114586,114586,49207,L35660-21,06/06/2005 14:24,1,Large Lakes,Lake Washington,832,Lake Washington near Coal Creek,Dissolved Oxygen,10.1,mg/L,2,,0.5,1,,,,,,SM4500-0-C (03-03-007-002),06/06/2005,KCEL
26979,,21795,L36968-4,09/27/2005 09:12:00 AM,,Streams and Rivers,Harris Creek,HARRIS_1,Harris Creek at Carnation Duvall Rd,Fecal Coliform,14,CFU/100ml,2,,,,,,,,,SM-9222 D ed.17,09/28/2005,KCEL
37048,,41015,L14120-32,09/08/1998 11:18,,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Sampling Method,10000,,2,,,,,,,,,NONE,,KCEL
147389,147389,57476,L30689-9,01/21/2004 12:00:00 AM,35.3,Marine Offshore,Central Puget Sound,KSBP01,Jefferson Head,Density,1020,kg/m3,1,,,,,,,,,CTD (02-02-011-001),,KCEL
17688,,19605,L12816-3,03/09/1998 9:26,,Streams and Rivers,Venema,KTHA03,Venema Creek at Pipers Creek Trail,Storm Or Non-Storm,,none,2,,,,N,,,,,NONE,,KCEL
134529,134529,51733,L3279-7,03/21/1994 04:23:00 PM,1,Large Lakes,Lake Union/Ship Canal,518,Ship Canal near Fremont Bridge,pH  Field,7.62,none,2,,,,,,,,,Hydro lab Probe,,KCEL
91412,91412,44431,L58676-44,08/28/2013 10:55:00 AM,22,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Temperature,9.33,deg C,2,,,,,,,,,HYDROLAB,08/28/2013,KCEL
39397,39397,41066,L38405-64,03/07/2006 12:05,7,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Conductivity  Field,100,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
39737,39737,40755,L40191-54,08/24/2006 11:34:00 AM,16.1,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,pH  Field,6.7,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
167433,,73565,L72107-9,04/17/2019 01:52:00 PM,,Marine Intertidal,Central Puget Sound,NSJY01,Dumas Bay,Temperature,12.2,deg C,1,,,,,birds 12; water clarity CLEAR; breaking waves NO; algae in water NO; algae wrack odor YES; algae condition FRESH; algae color GREEN,,,,NONE,04/17/2019,KCEL
17597,,37026,L12588-4,02/10/1998 10:00,,Streams and Rivers,Crisp,321,Crisp Creek mouth at SE Green Valley Rd,Fecal Coliform,68,CFU/100ml,2,,,,,,,,,SM-9222 D ed.17,,KCEL
56924,56924,41551,L67599-19,04/13/2017 10:15:00 AM,18,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Dissolved Oxygen  Field,12.8,mg/L,2,,0.5,1,,,,,,KCEL SOP# 245,04/13/2017,KCEL
150629,150629,58554,8513020,01/09/1985 0:00,1,Large Lakes,Lake Sammamish,622,Lake Sammamish near George Davis Creek,Total Suspended Solids,2.8,mg/L,2,,,,2.8||King County Lakes Database/B53203,,,,,,,KCEL
94363,94363,45637,8606013,05/20/1986 12:00:00 AM,1,Large Lakes,Lake Washington,814,Lake Washington Yarrow Bay,Ammonia Nitrogen,0.004,mg/L,2,,,,.004||King County Lakes Database/B53301,,,,,,,KCEL
122861,122861,49558,L43612-127,08/13/2007 01:56:00 PM,18.1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Dissolved Oxygen Saturation  Field,53.7,%,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
64171,64171,41325,L47965-53,04/27/2009 10:35:00 AM,17,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen  Field,11.7,mg/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
94509,94509,45566,L11220-18,06/04/1997 11:10,1,Large Lakes,Lake Washington,814,Lake Washington Yarrow Bay,Fecal Coliform,23,CFU/100ml,2,,,,,,,,,SM-9222 D ed.17,,KCEL
