Sample ID,Grab ID,Profile ID,Sample Number,Collect DateTime,Depth (m),Site Type,Area,Locator,Site,Parameter,Value,Units,QualityId,Lab Qualifier,MDL,RDL,Text Value,Sample Info,Steward Note,Replicates,Replicate Of,Method,Date Analyzed,Data Source
151003,151003,58503,8313777,11/22/1983 12:00:00 AM,1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Orthophosphate Phosphorus,0.004,mg/L,2,,,,.004||King County Lakes Database/LM3,,,,,,,KCEL
46458,46458,42321,L10310-8,02/05/1997 12:45,1,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Secchi Transparency,3,m,2,,,,,,,,,NONE,,KCEL
93898,93898,44673,L68613-38,09/12/2017 9:30,30.1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Dissolved Oxygen  Field,9.2,mg/L,2,,0.5,1,,,,,,KCEL SOP# 245,09/12/2017,KCEL
154520,,67859,L69504-10,02/13/2018 02:13:00 PM,,Streams and Rivers,Bear,484,Bear Creek downstream of Redmond Way,Dissolved Oxygen  Field,12.3,mg/L,2,,0.5,1,,,,,,KCEL SOP# 245,02/13/2018,KCEL
52400,52400,42328,L52070-48,10/27/2010 10:38:00 AM,25,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Temperature,9.54,deg C,2,,,,,,,,,HYDROLAB,,KCEL
134638,134638,52928,L3608-7,05/02/1994 15:57,1,Large Lakes,Lake Union/Ship Canal,518,Ship Canal near Fremont Bridge,Total Phosphorus,0.02,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B E,,KCEL
180142,,77298,L72662-1,07/09/2019 10:20,,Streams and Rivers,Zackuse,A687,Zackuse Creek,Nitrite + Nitrate Nitrogen,1.38,mg/L,2,,0.01,0.04,,,,,,SM4500-NO3-F,07/10/2019,KCEL
49979,49979,41334,L42389-7,04/11/2007 10:05,10,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Ammonia Nitrogen,,mg/L,2,<MDL,0.01,0.02,,,,,,SM4500-NH3-G (03-03-012-004),04/20/2007,KCEL
102201,102201,45987,L26017-18,10/07/2002 12:39,5,Large Lakes,Lake Sammamish,622,Lake Sammamish near George Davis Creek,Dissolved Oxygen Saturation  Field,94,%,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
16266,16266,34986,9207310,04/29/1992 12:00:00 AM,1,Streams and Rivers,Issaquah,631,Issaquah Creek mouth at NW Sammamish Rd,Turbidity,16,NTU,2,,,,16.0||King County Nstream Database/B53311,,,,,none,,KCEL
43067,43067,40787,L56979-47,11/27/2012 10:22:00 AM,15,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Total Nitrogen,0.262,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C,12/03/2012,KCEL
139256,,54820,L13391-14,05/18/1998 12:00:00 AM,,Large Lakes,Lake Washington,834,Lake Washington Meydenbauer Bay,Pheophytin a,0.52,mg/m3,2,,0.01,0.05,,,,,,SM10200-H,06/02/1998,KCEL
107805,107805,47622,L44183-84,10/01/2007 12:41,8,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Temperature,15.1,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
156769,156769,68354,L70417-36,06/26/2018 10:48:00 AM,22,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Chlorophyll  Field,0.7,ug/L,1,<RDL,0.5,1,,,,,,KCEL SOP# 245,06/26/2018,KCEL
32960,,25649,L60167-6,05/13/2014 10:56:00 AM,,Streams and Rivers,Crisp,F321,Crisp Creek below hatchery intake,pH  Field,7.57,pH,6,JG,,,pH failed mid and end run check standards low.  See document FSU_DAF_WG132878,,,,,HYDROLAB,05/13/2014,KCEL
49115,49115,42340,L36925-8,09/20/2005 01:00:00 PM,10.5,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Dissolved Oxygen  Field,10.7,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
19927,,30875,L3895-12,06/20/1994 02:55:00 PM,,Streams and Rivers,Fairweather,498,Fairweather Creek mouth downstream of 520 trail,Orthophosphate Phosphorus,0.113,mg/L,2,,0.002,0.005,,,,,,SM4500-P-F,,KCEL
52943,52942,42084,L54331-2,09/28/2011 09:27:00 AM,1,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Chlorophyll  Field,5.3,ug/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
25501,,8638,L30673-10,01/14/2004 11:52:00 AM,,Streams and Rivers,Little Soos,G320,Little Soos Creek at SE 272nd St,Ammonia Nitrogen,0.014,mg/L,2,<RDL,0.01,0.02,,,,,,SM4500-NH3-G (03-03-012-002),01/23/2004,KCEL
115819,115819,50100,L18909-72,10/02/2000 12:40,17,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Conductivity  Field,93.3,umhos/cm,2,,,,,,,,,NONE,,KCEL
32024,,23951,L57207-1,01/08/2013 8:58,,Streams and Rivers,Green,3106,Green River at Starfire Way,Total Nitrogen,0.799,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C,01/11/2013,KCEL
80956,80956,43570,9208740,04/06/1992 0:00,3,Large Lakes,Lake Washington,804,Lake Washington north end,Total Phosphorus,0.023,mg/L,2,,,,.023||King County Lakes Database/B53301,,,,,none,,KCEL
58891,58891,41793,L20705-9,05/01/2001 10:07,46.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Ammonia Nitrogen,,mg/L,2,<MDL,0.01,0.02,,,,,,SM4500-NH3-G (03-03-012-001),05/08/2001,KCEL
46144,46144,41384,8906173,06/07/1989 0:00,1,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Orthophosphate Phosphorus,0.005,mg/L,2,,,,.005||King County Lakes Database/B53301,,,,,,,KCEL
12571,12571,27172,8515595,12/11/1985 0:00,1,Streams and Rivers,Evans,S484,Evans Creek at NE 50th St,Turbidity,1.7,NTU,2,,,,1.7||King County Nstream Database/RS4,,,,,,,KCEL
35864,,14564,L67912-6,06/14/2017 11:37:00 AM,,Streams and Rivers,Forbes,0456A,Forbes Creek mouth near 98th Ave NE,Ammonia Nitrogen,0.0453,mg/L,2,,0.002,0.01,,,,,,KEROUEL & AMINOT 1997,06/15/2017,KCEL
162642,162642,69917,L72305-16,05/13/2019 08:17:00 AM,40.1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Orthophosphate Phosphorus,0.00887,mg/L,1,,0.0005,0.002,,,,,,SM4500-P-F,05/14/2019,KCEL
31519,,12775,L55208-11,03/05/2012 12:32,,Streams and Rivers,Pine Lake,A680,Pine Lake Creek mouth at E Lake Sammamish Pkwy,Conductivity  Field,83.1,umhos/cm,2,,0.5,10,,,,,,HYDROLAB,,KCEL
13541,13541,4011,8707652,07/15/1987 12:00:00 AM,1,Streams and Rivers,Issaquah,A632,Issaquah Creek North Fork mouth at 4th Ave NW,Total Suspended Solids,9,mg/L,2,,,,9.00||King County Nstream Database/B53311,,,,,,,KCEL
36142,,24533,L68496-13,09/13/2017 03:23:00 PM,,Streams and Rivers,Cedar,A438,Cedar River at SE Jones Rd,pH  Field,7.55,pH,2,,,,,,,,,KCEL SOP# 245,09/13/2017,KCEL
46079,46079,42330,8810929,11/08/1988 0:00,5,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Nitrite + Nitrate Nitrogen,0.074,mg/L,2,,,,.074||King County Lakes Database/B53301,,,,,,,KCEL
22030,,34203,L9851-8,11/12/1996 12:55,,Streams and Rivers,Juanita,446,Juanita Creek mouth at NE Juanita Dr,Storm Or Non-Storm,,none,2,,,,N,,,,,NONE,,KCEL
16042,16042,13770,9113884,11/12/1991 0:00,1,Streams and Rivers,McAleer,A432,McAleer at Bothell Way NE,Fecal Coliform,130,ORG/100ml,6,E,,,130||King County Nstream Database/B53311,,,,,F,,KCEL
119264,119264,50491,L9381-77,09/04/1996 14:04,19,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Temperature,11.1,deg C,2,,,,,,,,,NONE,,KCEL
46402,46402,41782,9209853,05/19/1992 12:00:00 AM,1,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Ammonia Nitrogen,0.011,mg/L,2,,,,.011||King County Lakes Database/B53301,,,,,none,,KCEL
40184,40184,40737,L43084-22,07/10/2007 11:17,22,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Total Alkalinity,37.7,mg CaCO3/L,2,,1,10,,,,,,SM2320-B (03-03-001-003),07/12/2007,KCEL
14293,14293,35647,8808847,08/10/1988 0:00,1,Streams and Rivers,Coal,442,Coal Creek upstream of 119th Ave SE,Orthophosphate Phosphorus,0.024,mg/L,2,,,,.024||King County Nstream Database/B53311,,,,,,,KCEL
27964,,12487,L41073-5,11/14/2006 07:35:00 AM,,Streams and Rivers,Judd,VA42A,Judd Creek near end of SW 225th St,Dissolved Oxygen  Field,11.2,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
58386,58386,41967,L16369-105,07/19/1999 02:40:00 PM,17.5,Large Lakes,Lake Washington,852,Lake Washington Madison Park,pH  Field,7.2,pH,2,,,,,,,,,,,KCEL
41955,41955,40811,L51264-11,07/14/2010 11:23:00 AM,10.1,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,pH  Field,7.46,pH,2,,,,,,,,,HYDROLAB,,KCEL
68336,,41971,L59791-28,03/12/2014 11:29,,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Chlorophyll a,8.66,ug/L,2,,0.5,1,,,,,,EPA446.0,03/20/2014,KCEL
77873,77873,42372,L61079-7,08/26/2014 08:58:00 AM,3,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,pH  Field,7.69,pH,2,,,,,,,,,HYDROLAB,08/26/2014,KCEL
68414,68414,41857,L59974-55,03/26/2014 12:07:00 PM,14,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Chlorophyll  Field,4.1,ug/L,2,,0.5,1,,,,,,HYDROLAB,03/26/2014,KCEL
53907,53907,42204,L57651-15,03/26/2013 09:36:00 AM,13,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Temperature,7.5,deg C,2,,,,,,,,,HYDROLAB,03/26/2013,KCEL
24716,,36369,L26873-9,01/15/2003 10:36:00 AM,,Streams and Rivers,North,474,North Creek mouth at Sammamish River Trail,Silica,13.4,mg/L,2,,0.05,0.1,,,,,,WHITLEDGE 1981 (03-03-012-002),01/21/2003,KCEL
25168,,11748,L29196-1,08/13/2003 12:00:00 AM,,Streams and Rivers,Pipers,KSHZ06,Pipers Creek mouth,Storm Or Non-Storm,,none,2,,,,N,,,,,NONE,,KCEL
116161,116161,49688,L23831-24,04/01/2002 12:42,4.9,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Dissolved Oxygen Saturation  Field,106,%,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
34257,,11970,L63641-5,09/16/2015 10:28:00 AM,,Streams and Rivers,Crisp,F321,Crisp Creek below hatchery intake,Orthophosphate Phosphorus,0.0122,mg/L,2,,0.0005,0.002,,,,,,SM4500-P-F,09/18/2015,KCEL
16724,,38731,L10177-11,01/14/1997 08:53:00 AM,,Streams and Rivers,Kelsey,444,Kelsey Creek at 121st Ave SE,Fecal Coliform,30,CFU/100ml,2,,,,,,,,,SM-9222 D ed.17,,KCEL
89315,89315,44454,L50862-14,05/25/2010 10:25:00 AM,15.6,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Nitrite + Nitrate Nitrogen,0.144,mg/L,2,,0.01,0.04,,,,,,SM4500-NO3-F,05/28/2010,KCEL
5734,,2163,L67486-3,04/11/2017 11:38,,Streams and Rivers,North,474,North Creek mouth at Sammamish River Trail,pH  Field,7.56,pH,2,,,,,,,,,KCEL SOP# 245,04/11/2017,KCEL
153659,,60207,L15279-7,04/12/1999 12:55,,Streams and Rivers,Juanita,C446,Juanita Creek at NE 132nd St,Nitrite + Nitrate Nitrogen,1.01,mg/L,2,,0.02,0.04,,,,,,SM4500-NO3-F (03-03-004-001),04/16/1999,KCEL
10438,10438,15590,8215115,02/25/1982 12:00:00 AM,1,Streams and Rivers,Mill,A315,Mill Creek near 68th Ave S and S 262nd St,Turbidity,12,NTU,2,,,,12.0||King County Nstream Database/RS3,,,,,,,KCEL
128268,128268,49732,L8831-88,06/17/1996 01:22:00 PM,14,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,pH  Field,7.03,pH,2,,,,,,,,,NONE,,KCEL
130976,130976,51523,L31440-1,04/06/2004 11:44,1,Large Lakes,Lake Union/Ship Canal,540,Ship Canal near Montlake Bridge,Conductivity  Field,101,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
158437,,68799,L71065-7,10/10/2018 9:41,,Streams and Rivers,Newaukum,322,Newaukum Creek mouth at 212th Way SE,Dissolved Oxygen  Field,11,mg/L,2,,0.5,1,,,,,,KCEL SOP# 245,10/10/2018,KCEL
71534,71534,41328,L68195-54,07/11/2017 10:38,4,Large Lakes,Lake Washington,852,Lake Washington Madison Park,pH  Field,8.15,pH,2,,,,,,,,,KCEL SOP# 245,07/11/2017,KCEL
71142,71142,41634,L67162-64,02/13/2017 11:01:00 AM,19.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen  Field,11.4,mg/L,2,,0.5,1,,,,,,KCEL SOP# 245,02/13/2017,KCEL
153858,,61476,L11-2,11/17/1992 12:00:00 AM,,Streams and Rivers,Longfellow,J370,Longfellow Creek at SW Brandon St,Orthophosphate Phosphorus,0.027,mg/L,2,,0.005,0.01,,,,,,SM4500-P-F,,KCEL
37590,37590,40684,L18951-12,08/22/2000 12:29:00 PM,10.1,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Temperature,15.8,deg C,2,,,,,,,,,,,KCEL
12979,12979,39598,8609424,09/23/1986 12:00:00 AM,1,Streams and Rivers,Green,311,Green River at Interurban,Temperature,14,deg C,2,,,,14.0||King County Nstream Database/B53312,,,,,,,KCEL
56329,,41828,L65544-45,06/16/2016 12:40:00 PM,,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Pheophytin a,,ug/L,2,<MDL,1.4,2.8,,,,,,EPA446.0,06/28/2016,KCEL
155366,155366,68019,L69872-27,04/09/2018 9:25,4.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Temperature,7.8,deg C,1,,,,,,,,,KCEL SOP# 245,04/09/2018,KCEL
129790,129790,51360,L12163-41,11/04/1997 15:11,1,Large Lakes,Lake Washington,4903,Lake Washington near Henderson St,Nitrite + Nitrate Nitrogen,0.168,mg/L,2,,0.05,0.1,,,,,,SM4500-NO3-F,,KCEL
104258,104258,47635,L15681-46,06/07/1999 13:02,25,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Total Phosphorus,0.0087,mg/L,2,<RDL,0.005,0.01,,,,,,SM4500-P-B Fmod(03-03-013-000),06/08/1999,KCEL
83463,83463,44289,L15090-3,03/01/1999 9:43,10.2,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Turbidity,1.7,NTU,2,,0.5,1,,,,,,SM2130-B (03-01-011-000),03/02/1999,KCEL
16708,,35201,L10175-5,01/13/1997 11:00:00 AM,,Streams and Rivers,Lyon,430,Lyon Creek mouth at Bothell Way NE,Total Suspended Solids,5.7,mg/L,2,,0.5,1,,,,,,SM2540-D,,KCEL
118334,118334,50542,L44648-105,11/13/2007 12:21:00 PM,10,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Conductivity  Field,100,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
74760,74760,43086,L40865-180,10/16/2006 01:57:00 PM,2,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Conductivity  Field,371,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
27757,,16404,L40202-2,09/12/2006 9:21,,Streams and Rivers,Tibbetts,X630,Tibbetts Creek mouth at footbridge,Total Nitrogen,0.593,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (03-03-013-002),09/22/2006,KCEL
20270,,34967,L4852-2,10/31/1994 09:31:00 AM,,Streams and Rivers,Springbrook/Black River,317,Springbrook Creek mouth at SW 16th St,pH  Field,6.78,pH,2,,,,,,,,,,,KCEL
79714,79714,42576,8609400,09/23/1986 12:00:00 AM,1,Large Lakes,Lake Washington,807,Lake Washington Juanita Bay,Total Suspended Solids,2.4,mg/L,2,,,,2.4||King County Lakes Database/B53301,,,,,,,KCEL
8238,8238,22810,7615542,09/28/1976 12:00:00 AM,1,Streams and Rivers,Green,A319,Green River at SE Auburn-Black Diamond Rd,Temperature,15.2,deg C,2,,,,15.2||King County Nstream Database/RVL,,,,,,,KCEL
20083,,14186,L4244-13,08/10/1994 10:42,,Streams and Rivers,Cottage Lake Creek,N484,Cottage Lake Creek at Tolt Pipeline,Fecal Coliform,230,CFU/100ml,2,,,,,,,,,SM-9222 D ed.17,,KCEL
20393,,19712,L499-9,02/17/1993 11:56:00 AM,,Streams and Rivers,Green,B319,Green River at 212th Way SE,Turbidity,1.2,NTU,2,,0.5,1,,,,,,SM214A  ed16,,KCEL
66986,66986,41493,L56447-52,08/29/2012 12:03:00 PM,10,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen Saturation  Field,86.6,%,2,,,,,,,,,HYDROLAB,,KCEL
74587,74587,42693,L39413-8,06/05/2006 9:24,3,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Dissolved Oxygen Saturation  Field,104,%,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
81288,81288,43750,L19328-13,12/05/2000 12:14,1,Large Lakes,Lake Washington,804,Lake Washington north end,Sampling Method,,none,2,,,,60201  90151  10041,,,,,NONE,,KCEL
131199,131199,51010,L39178-23,05/15/2006 08:40:00 AM,9,Large Lakes,Lake Union/Ship Canal,540,Ship Canal near Montlake Bridge,Dissolved Oxygen  Field,11.5,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
62153,62153,41538,L41160-54,11/07/2006 12:07,16.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,pH  Field,7.9,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
150391,150391,58390,7416536,08/15/1974 12:00:00 AM,1,Large Lakes,Lake Union/Ship Canal,526,Lake Union mid-lake,Total Coliform,69,ORG/100ml,2,,,,69||King County Nstream Database/LUN,,,,,,,KCEL
108725,108725,47490,L53509-83,06/15/2011 12:59:00 PM,20,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Chlorophyll  Field,9.3,ug/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
26113,,7087,L33221-11,10/12/2004 13:32,,Streams and Rivers,Cedar,A438,Cedar River at SE Jones Rd,Dissolved Oxygen  Field,10.9,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
9738,9738,37879,8015823,11/13/1980 12:00:00 AM,1,Streams and Rivers,Bear,484,Bear Creek downstream of Redmond Way,Temperature,4.7,deg C,2,,,,4.7||King County Nstream Database/RS2,,,,,,,KCEL
163009,,70154,L61291-2,10/22/2014 10:21:00 AM,,Marine Intertidal,Central Puget Sound,LSHV01,Alki Beach,Orthophosphate Phosphorus,0.0622,mg/L,1,,0.005,0.01,,,,,,SM4500-P-F S,10/23/2014,KCEL
129486,129486,50459,L43612-107,08/13/2007 01:34:00 PM,1,Large Lakes,Lake Washington,829,Lake Washington south end,Chlorophyll  Field,1.6,ug/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
77203,77203,43460,L57650-14,03/25/2013 09:04:00 AM,12,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Dissolved Oxygen Saturation  Field,92.8,%,2,,,,,,,,,HYDROLAB,03/25/2013,KCEL
70821,70821,41902,L66346-78,09/26/2016 11:08:00 AM,30.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen  Field,8.6,mg/L,2,,0.5,1,,,,,,KCEL SOP# 245,09/26/2016,KCEL
36109,,26719,L68476-9,09/12/2017 13:30,,Streams and Rivers,Evans,B484,Evans Creek at NE Union Hill Rd,Fecal Coliform,52,CFU/100ml,2,,,,,,,,,SM 9222D 20TH,09/13/2017,KCEL
86557,86557,44437,L40189-132,08/21/2006 12:52:00 PM,19,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Dissolved Oxygen  Field,6.9,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
81197,81197,43825,L16942-15,12/09/1999 10:53,8,Large Lakes,Lake Washington,804,Lake Washington north end,Conductivity  Field,115,umhos/cm,2,,,,,,,,,NONE,,KCEL
26287,,26683,L34113-9,12/07/2004 12:18,,Streams and Rivers,Jenkins,D320,Jenkins Creek at Kent Black Diamond Rd SE,Storm Or Non-Storm,,none,2,,,,N,,,,,NONE,,KCEL
93238,93238,44245,L66044-22,08/23/2016 09:09:00 AM,1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Dissolved Oxygen Saturation  Field,102,%,2,,,,,,,,,KCEL SOP# 245,08/23/2016,KCEL
5071,,2064,L45859-5,06/18/2008 11:50:00 AM,,Streams and Rivers,Pipers,KTHA01,Piper's Creek,Nitrite + Nitrate Nitrogen,1.55,mg/L,2,,0.02,0.04,,,,,,SM4500-NO3-F (330V4),06/18/2008,KCEL
16900,,29524,L1066-5,05/10/1993 10:00,,Streams and Rivers,Lyon,430,Lyon Creek mouth at Bothell Way NE,pH  Field,7.6,pH,2,,,,,,,,,SM4500-H B,,KCEL
11575,11575,40029,8415062,02/15/1984 12:00:00 AM,1,Streams and Rivers,North,474,North Creek mouth at Sammamish River Trail,Orthophosphate Phosphorus,0.06,mg/L,2,,,,.060||King County Nstream Database/RS4,,,,,,,KCEL
62408,62408,42093,L42438-42,04/10/2007 11:12,3,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Conductivity  Field,98.5,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
139704,139704,54926,L25900-10,10/01/2002 12:54,8,Large Lakes,Lake Washington,834,Lake Washington Meydenbauer Bay,Sampling Method,10000,none,2,,,,,,,,,NONE,,KCEL
20903,,10627,L629-8,03/08/1993 10:50,,Streams and Rivers,Bear,C484,Bear Creek at NE 95th St,pH  Field,6.75,pH,2,,,,,,,,,,,KCEL
65610,65610,41769,L52337-33,12/13/2010 12:25:00 PM,9,Large Lakes,Lake Washington,852,Lake Washington Madison Park,pH  Field,7.48,pH,2,,,,,,,,,HYDROLAB,,KCEL
89677,89677,44322,L51961-83,10/12/2010 13:10,6,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,pH  Field,7.92,pH,2,,,,,,,,,HYDROLAB,,KCEL
115056,115056,49142,L18065-23,06/06/2000 12:23,1,Large Lakes,Lake Washington,832,Lake Washington near Coal Creek,Orthophosphate Phosphorus,,mg/L,2,<MDL,0.002,0.005,,,,,,SM4500-P-F (03-03-012-001),06/08/2000,KCEL
125967,125967,49710,L57967-41,05/13/2013 11:47:00 AM,9,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Dissolved Oxygen Saturation  Field,97.3,%,2,,,,,,,,,HYDROLAB,05/13/2013,KCEL
57477,57477,41383,L8301-11,04/30/1996 11:38:00 AM,15,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Nitrite + Nitrate Nitrogen,0.544,mg/L,2,,0.05,0.1,,,,,,SM4500-NO3-F,,KCEL
153749,,60971,L32779-12,08/09/2004 13:31,,Streams and Rivers,Juanita,C446,Juanita Creek at NE 132nd St,Total Nitrogen,1.19,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (03-03-013-001),08/11/2004,KCEL
12756,12756,4849,8604730,05/15/1986 12:00:00 AM,1,Streams and Rivers,Covington,C320,Covington Creek at SE Auburn-Black Diamond Rd,pH  Field,7.6,pH,2,,,,7.6||King County Nstream Database/B53311,,,,,,,KCEL
140214,140214,55054,L42739-152,05/14/2007 01:24:00 PM,1,Large Lakes,Lake Washington,834,Lake Washington Meydenbauer Bay,Temperature,13.7,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
116846,116846,50015,L32612-98,07/19/2004 02:10:00 PM,19.9,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Temperature,10.9,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
99255,99255,46579,L23547-7,03/05/2002 11:30,9,Large Lakes,Lake Sammamish,617,Lake Sammamish near Lewis Creek,pH  Field,7.5,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
60188,60188,42031,L30134-8,11/03/2003 10:07,31.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Orthophosphate Phosphorus,0.0078,mg/L,2,,0.002,0.005,,,,,,SM4500-P-F (03-03-012-002),11/17/2003,KCEL
51532,51532,42202,L48861-48,07/28/2009 10:20:00 AM,22,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Temperature,7.64,deg C,2,,,,,,,,,HYDROLAB,,KCEL
77264,77264,43272,L57967-78,05/13/2013 03:24:00 PM,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Dissolved Oxygen Saturation  Field,118,%,2,,,,,,,,,HYDROLAB,05/13/2013,KCEL
140984,140984,55251,L69050-26,11/13/2017 09:28:00 AM,5.2,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Conductivity  Field,98.6,umhos/cm,1,,0.5,10,,,,,,KCEL SOP# 245,11/13/2017,KCEL
15371,15371,31961,9007411,07/18/1990 12:00:00 AM,1,Streams and Rivers,Kelsey,444,Kelsey Creek at 121st Ave SE,Fecal Coliform,320,ORG/100ml,2,,,,320||King County Nstream Database/B53311,,,,,F,,KCEL
43453,43453,40686,L58811-28,09/09/2013 10:13,5,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Temperature,22.2,deg C,2,,,,,,,,,HYDROLAB,09/09/2013,KCEL
22031,,7671,L9852-1,11/12/1996 8:20,,Streams and Rivers,Pipers,KSHZ06,Pipers Creek mouth,Total Phosphorus,0.215,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B E,,KCEL
37241,37241,40956,L16067-58,08/03/1999 11:22,8,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Conductivity  Field,104,umhos/cm,2,,,,,,,,,NONE,,KCEL
158469,,68732,L71063-4,10/09/2018 10:18,,Streams and Rivers,Ebright,A685,Ebright Creek mouth at E Lake Sammamish Pkwy,Turbidity,2.01,NTU,2,,0.2,0.5,,,,,,SM2130-B,10/11/2018,KCEL
105646,105646,47706,L29841-48,10/07/2003 14:00,45.1,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Total Alkalinity,38.7,mg CaCO3/L,2,,1,10,,,,,,SM2320-B (03-03-001-003),10/13/2003,KCEL
18410,,10344,L14619-1,12/29/1998 09:32:00 AM,,Streams and Rivers,Mill,A315,Mill Creek near 68th Ave S and S 262nd St,Orthophosphate Phosphorus,0.414,mg/L,2,,0.002,0.005,,,,,,SM4500-P-F (03-03-004-001),12/30/1998,KCEL
172721,172721,75618,L72513-21,06/18/2019 09:32:00 AM,100,Marine Offshore,Central Puget Sound,LSNT01,Point Williams,Light Intensity (PAR),0.1,umol/sm2,1,,,,,,,,,CTD,06/18/2019,KCEL
81375,81375,43886,L22051-10,09/26/2001 11:13:00 AM,7,Large Lakes,Lake Washington,804,Lake Washington north end,Sampling Method,10000,none,2,,,,,,,,,NONE,,KCEL
